value	class_draft	evidence	source
RĀJAN.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀJARĀJEŚVARĪTANTRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀJAV.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀJAVALLABHA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀJAŚEKHARA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀM. ed. Bomb.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀMAS.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀMATARKAV.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀMATARKAVĀGĪŚA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀMAŚARMAN	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀMĀYAṆA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀMĀŚR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀMĀŚRAMA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀSALĪLĀ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀTRILAGNANIRŪPAṆA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀVAṆA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀYAM.	person-author	person descriptor in tooltip	pwgbib-exact
RĀYAMUKUṬA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RĀṢṬRAPĀLAP.	journal-periodical	periodical keyword in tooltip	pwgbib-exact
RĀṢṬRAPĀLAPAR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RŪPAM.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RŪPAMAÑJARĪ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
RŪPARATNĀK.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SADDH. L.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SADDH. P.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAJJANA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAMAYAPRADĪPA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAMAYĀCĀRATANTRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAMAYĀMṚTA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAMPUṬODBHAVA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SANANDA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SARASVATĪK.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SARASVATĪKAṆṬHĀBH.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SARASVATĪKAṆṬHĀBHARAṆA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SARASVATĪPR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SARVADARŚANAS.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SARVADARŚANASAṂGR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SARVAS. UP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SARVASVA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SARVASĀRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SARVASĀROP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SARVOP. S.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SARVOPAN.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SARVĀNUKRAMA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SATKṚTYAMUKTĀVALĪ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SATPADYARATNĀKARA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAUN. Vārtt.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:SAUN.
SAUNĀGA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂDEHABHAÑJIKĀ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂGĪTAD.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂGĪTADARPAṆA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂGĪTADĀM.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂGĪTADĀMODARA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂGĪTANĀRĀYAṆA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂGĪTARATN.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂGĪTARATNĀK.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂGĪTARATNĀKARA	book-work	default: bib expansion with no person/periodical signal	no-bib-record
SAṂGĪTASINDHU	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂGĪTAŚ.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂGĪTAŚĀSTRA	book-work	default: bib expansion with no person/periodical signal	no-bib-record
SAṂHITOPANIṢADBRĀHMAṆA 1	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:SAṂHITOPANIṢADBRĀHMAṆA
SAṂKṢIPTAS.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂKṢIPTASĀRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂPUṬODBH.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂPUṬODBHAVA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂSARGAPRAŚAṂSĀ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂSK.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂSK. K.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂSKĀRAT.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂSKṚTAPĀṬHOP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂSĀRĀV.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SAṂVATSARAKAUMUDĪ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SCHIEFNER	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SCHIEFNER, Leb.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:SCHIEFNER
SCHIEFNER, Lebensb.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SCHLEGEL	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SCHLEGELʼs Uebers.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:SCHLEGEL
SCHLEICHER, Lit. Gr.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SCHMIDT und BÖHTLINGK, Verz. der tib. Hdschrr.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:SCHMIDT
SCHMIDT, Tib. Wört.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SCHÜTZ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SCHÜTZʼs Uebers.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:SCHÜTZ
SETUS.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
SHAKESP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SHAKESP. Hindust. Dict.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:SHAKESP.
SHERRING, Sacred city	book-work	default: bib expansion with no person/periodical signal	no-bib-record
SIDDH.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SIDDH. K.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SIDDH. ŚIR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SIDDHAM.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SIDDHĀNTALAKṢAṆA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SIDDHĀNTALAKṢAṆAJĀGADĪŚĪ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SIDDHĀNTAMUKT.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SIDDHĀNTAMUKTĀVALĪ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SIDDHĀNTAŚ.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:SIDDHĀNTAŚ
SIDDHĀNTAŚIR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SIDDHĀNTAŚIR. (GOLĀDHY.)	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:SIDDHĀNTAŚIR.
SIDDHĀNTAŚIR. ed. BĀPŪD.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:SIDDHĀNTAŚIR.
SIDDHĀNTAŚIR., GOLĀDHY.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:SIDDHĀNTAŚIR.
SIṂHĀSANA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SKANDA-P.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SKANDA-P., ŚĪTALĀSTOTRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:SKANDA-P.
SKANDAPURĀṆA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SMARAD.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SMARADĪP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SMARADĪPIKĀ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SMARADĪPIKĀ (Tüb. Hdschr.)	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:SMARADĪPIKĀ
SMARADĪPIKĀ Tüb. Hdschr.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:SMARADĪPIKĀ
SMṚTI	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SMṚTITANTRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SMṚTITATTVA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SMṚTYARTHASĀGARA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SOM.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SOM. NAL.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SOM. NALA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SOMADEVA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SPEIJER	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SPIEGEL, Gramm. der Pārsisprache	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SPIEGEL, Liber de off. sacerd. buddh.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ST.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ST. JULIEN	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ST. JULIEN, Les Avadānas	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
STAN. JULIEN	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
STANISLAS JULIEN	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
STENZ.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
STENZL.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
STENZLER	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
STENZLER, De lex. sanscr. principiis	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
STENZLER, De lexicogr. s. principiis	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:STENZLER
STENZLER, De lexicogr. sanscr. principiis	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
STENZLERʼsche Ausg.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:STENZLER
STEV. KALPAS.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:STEV.
STEVENSON	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
STOTRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUBANDHU	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUBH.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUBHAṬA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUBHĀṢ.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUBHŪTI	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUBHŪTICANDRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUKHAB.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUKHABODHA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUMANTU	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUMANTUSŪTRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUND.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUNDOP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUPADMA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUPADMAVYĀKARAṆA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUPRABHĀTASTOTRA	book-work	default: bib expansion with no person/periodical signal	no-bib-record
SUVARṆAPR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUVARṆAREKHA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUŚR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SUŚRUTA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SV.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
SV. ANUKR.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
